time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2018-10-01T21:42:45Z,161,0,0,0,0,0,13218372,1467,10072483,0,0,0,0,0,0,31480,0,0,0,0,0,0,0,442,10,0,-11,1,7,21109,0,0,0,0,0, ,0,0,0,0,0,0,31469,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,177,336511200,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,30640,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:43:45Z,161,0,0,0,0,0,13339548,1467,10193659,0,0,0,0,0,0,36157,0,0,0,0,0,0,0,454,11,0,-14,1,7,24311,0,0,0,0,0, ,0,0,0,0,0,0,36146,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,181,332825072,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,35204,0,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:44:45Z,161,0,0,0,0,0,13484396,1467,10338507,0,0,0,0,0,0,32084,0,0,0,0,0,0,0,463,11,0,-16,1,7,21380,0,0,0,0,0, ,0,0,0,0,0,0,32074,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,192,305887344,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,31122,0,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:45:45Z,161,0,0,0,0,0,13552180,1467,10406291,0,0,0,0,0,0,24747,0,0,0,0,0,0,0,465,11,0,-17,1,7,17130,0,0,0,0,0, ,0,0,0,0,0,0,24740,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,184,225416712,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,24149,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:46:45Z,161,0,0,0,0,0,13707524,1467,10561635,0,0,0,0,0,0,35918,0,0,0,0,0,0,0,470,11,0,-20,1,7,23960,0,0,0,0,0, ,0,0,0,0,0,0,35907,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,295,385517656,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,34705,0,1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:47:45Z,161,0,0,0,0,0,13811996,1467,10666107,0,0,0,0,0,0,35169,0,0,0,0,0,0,0,471,11,0,-22,1,7,24388,0,0,0,0,0, ,0,0,0,0,0,0,35159,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,234,36,333,505445808,-1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,34328,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:48:45Z,161,0,0,0,0,0,14457876,1467,11311987,0,0,0,0,0,0,45221,0,0,0,0,0,0,0,505,12,0,-24,1,6,24780,0,0,0,0,0, ,0,0,0,0,0,0,45208,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,280,332677976,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,41971,0,3172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:49:45Z,161,0,0,0,0,0,14627532,1467,11481643,0,0,0,0,0,0,32022,0,0,0,0,0,0,0,517,12,0,-27,1,6,20604,0,0,0,0,0, ,0,0,0,0,0,0,32013,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,297,174950392,-1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,300,0,12,0,600,0,0,0,0,0,0,0,0,0,0,30858,0,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:50:45Z,161,0,0,0,0,0,14707884,1467,11561995,0,0,0,0,0,0,15829,0,0,0,0,0,0,0,521,12,0,-28,1,6,10287,0,0,0,0,0, ,0,0,0,0,0,0,15824,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,96,169495888,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,15279,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:51:45Z,161,0,0,0,0,0,14752692,1467,11606803,0,0,0,0,0,0,9644,0,0,0,0,0,0,0,522,12,0,-28,1,6,6659,0,0,0,0,0, ,0,0,0,0,0,0,9643,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,104,184372248,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,9382,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:52:45Z,161,0,0,0,0,0,14767492,1467,11621603,0,0,0,0,0,0,9488,0,0,0,0,0,0,0,523,12,0,-29,1,6,6706,0,0,0,0,0, ,0,0,0,0,0,0,9484,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,138,180674616,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,9279,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:53:45Z,161,0,0,0,0,0,14802916,1467,11657027,0,0,0,0,0,0,9076,0,0,0,0,0,0,0,527,12,0,-29,1,6,6190,0,0,0,0,0, ,0,0,0,0,0,0,9075,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,162,191069560,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,8846,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:54:45Z,161,0,0,0,0,0,14841620,1467,11695731,0,0,0,0,0,0,9372,0,0,0,0,0,0,0,528,12,0,-30,1,6,6281,0,0,0,0,0, ,0,0,0,0,0,0,9368,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,196,211654552,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,9071,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:55:45Z,161,0,0,0,0,0,14868980,1467,11723091,0,0,0,0,0,0,9681,0,0,0,0,0,0,0,530,12,0,-31,1,6,6248,0,0,0,0,0, ,0,0,0,0,0,0,9676,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,159,210076824,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,9351,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:56:45Z,161,0,0,0,0,0,14964028,1467,11818139,0,0,0,0,0,0,16529,0,0,0,0,0,0,0,536,12,0,-32,1,6,10104,0,0,0,0,0, ,0,0,0,0,0,0,16521,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,186,221100368,-1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,15784,0,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:57:46Z,161,0,0,0,0,0,15138268,1467,11992379,0,0,0,0,0,0,18222,0,0,0,0,0,0,0,550,12,0,-33,1,6,10525,0,0,0,0,0, ,0,0,0,0,0,0,18219,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,193,219892200,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,17309,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:58:46Z,161,0,0,0,0,0,15215236,1467,12069347,0,0,0,0,0,0,14850,0,0,0,0,0,0,0,554,12,0,-35,1,6,8262,0,0,0,0,0, ,0,0,0,0,0,0,14839,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,209,296922304,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,14115,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T21:59:46Z,161,0,0,0,0,0,15383212,1467,12237323,0,0,0,0,0,0,13400,0,0,0,0,0,0,0,568,12,0,-37,1,6,5945,0,0,0,0,0, ,0,0,0,0,0,0,13389,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,178,232090736,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,12325,0,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T22:00:46Z,161,0,0,0,0,0,15427844,1467,12281955,0,0,0,0,0,0,10638,0,0,0,0,0,0,0,572,12,0,-39,1,6,5751,0,0,0,0,0, ,0,0,0,0,0,0,10628,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,203,229052496,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,10057,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T22:01:46Z,161,0,0,0,0,0,15432596,1467,12286707,0,0,0,0,0,0,8472,0,0,0,0,0,0,0,573,12,0,-40,1,6,5624,0,0,0,0,0, ,0,0,0,0,0,0,8468,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,186,252592288,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,8306,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T22:02:46Z,161,0,0,0,0,0,15476068,1467,12330179,0,0,0,0,0,0,12124,0,0,0,0,0,0,0,575,12,0,-42,1,6,7897,0,0,0,0,0, ,0,0,0,0,0,0,12117,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,212,266285344,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,11710,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T22:03:46Z,161,0,0,0,0,0,15529212,1467,12383323,0,0,0,0,0,0,21639,0,0,0,0,0,0,0,578,12,0,-45,1,6,13570,0,0,0,0,0, ,0,0,0,0,0,0,21625,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,257,238687984,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,21084,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T22:04:46Z,161,0,0,0,0,0,15646404,1467,12500515,0,0,0,0,0,0,71823,0,0,0,0,0,0,0,582,12,0,-48,1,6,36758,0,0,0,0,0, ,0,0,0,0,0,0,71815,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,260,36,287,297986448,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,71034,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T22:05:46Z,161,0,0,0,0,0,15692180,1467,12546291,0,0,0,0,0,0,133811,0,0,0,0,0,0,0,584,12,0,-48,1,6,67106,0,0,0,0,0, ,0,0,0,0,0,0,133809,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,268,41,326,285833544,-1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,50,0,2,0,100,0,0,0,0,0,0,0,0,0,0,133582,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T22:06:46Z,161,0,0,0,0,0,15687084,1467,12541195,0,0,0,0,0,0,141088,0,0,0,0,0,0,0,584,12,0,-52,1,6,71145,0,0,0,0,0, ,0,0,0,0,0,0,141078,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,301,41,321,257753832,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,140820,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T22:07:46Z,161,0,0,0,0,0,15663612,1467,12517723,0,0,0,0,0,0,145844,0,0,0,0,0,0,0,582,12,0,-56,1,6,73541,0,0,0,0,0, ,0,0,0,0,0,0,145830,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,313,331399168,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,250,0,10,0,500,0,0,0,0,0,0,0,0,0,0,145546,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T22:08:46Z,161,0,0,0,0,0,15712684,1467,12566795,0,0,0,0,0,0,140443,0,0,0,0,0,0,0,586,12,0,-57,1,6,70570,0,0,0,0,0, ,0,0,0,0,0,0,140438,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,333,39,305,311489856,-1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,100,0,4,0,200,0,0,0,0,0,0,0,0,0,0,140154,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T22:09:46Z,161,0,0,0,0,0,15732020,1467,12586131,0,0,0,0,0,0,61687,0,0,0,0,0,0,0,588,11,0,-61,1,6,32679,0,0,0,0,0, ,0,0,0,0,0,0,61680,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,269,400117664,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,61275,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T22:10:46Z,161,0,0,0,0,0,15759508,1467,12613619,0,0,0,0,0,0,33033,0,0,0,0,0,0,0,590,11,0,-62,1,6,19082,0,0,0,0,0, ,0,0,0,0,0,0,33028,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,459,50,283,426583872,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150,0,6,0,300,0,0,0,0,0,0,0,0,0,0,32701,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-01T22:11:46Z,161,0,0,0,0,0,15814876,1467,12668987,0,0,0,0,0,0,21963,0,0,0,0,0,0,0,594,11,0,-64,1,6,13741,0,0,0,0,0, ,0,0,0,0,0,0,21956,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538428964956,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,700,46,310,482283168,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,200,0,8,0,400,0,0,0,0,0,0,0,0,0,0,21383,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
