url,FileSize,NumOfOutLink,ContentType
https://www.nytimes.com/2018/06/19/books/review-terrance-hayes-american-sonnets-for-my-past-and-future-assassin.html,600 KB,133,text/html
https://www.nytimes.com/2018/06/27/opinion/nikki-haley-united-states-extreme-poverty.html,653 KB,140,text/html
https://www.nytimes.com/2018/05/22/books/review-mirror-shoulder-signal-dorthe-nors.html,602 KB,132,text/html
https://www.nytimes.com/2017/03/29/us/politics/epa-insecticide-chlorpyrifos.html,773 KB,128,text/html
https://www.nytimes.com/2018/07/02/books/review-ottessa-moshfegh-my-year-of-rest-relaxation.html,627 KB,134,text/html
https://www.nytimes.com/2018/07/24/books/review-ninety-nine-glimpses-of-princess-margaret-craig-brown.html,609 KB,132,text/html
https://www.nytimes.com/2018/04/27/opinion/sunday/north-korea-south-kim-jong-un.html,793 KB,145,text/html
https://www.nytimes.com/2018/09/13/sports/serena-williams-discrimination-black-women.html,1024 KB,144,text/html
https://www.nytimes.com/2018/06/12/opinion/trump-kim-summit-north-korea.html,983 KB,140,text/html
https://www.nytimes.com/2018/07/18/magazine/young-jean-lees-unsafe-spaces.html,781 KB,128,text/html
https://www.nytimes.com/2018/09/03/books/review-every-day-is-extra-john-kerry.html,715 KB,137,text/html
https://www.nytimes.com/2017/08/15/climate/flooding-infrastructure-climate-change-trump-obama.html,886 KB,138,text/html
https://www.nytimes.com/2018/05/29/books/review-tinderbox-gay-up-stairs-lounge-gay-liberation-robert-fieseler.html,601 KB,129,text/html
https://www.nytimes.com/2018/06/09/opinion/sunday/north-korea-human-rights.html,897 KB,145,text/html
https://www.nytimes.com/2018/09/12/technology/personaltech/cryptocurrencies-tech-tools.html,964 KB,142,text/html
https://www.nytimes.com/by/maya-salam,110 KB,126,text/html
https://www.nytimes.com/2018/08/14/books/review-flights-olga-tokarczuk.html,608 KB,140,text/html
https://www.nytimes.com/2017/11/20/us/nebraska-pipeline-keystone-xl.html?rref=collection%2Ftimestopic%2FKeystone%20XL&action=click&contentCollection=timestopics&region=stream&module=stream_unit&version=latest&contentPlacement=1&pgtype=collection,467 KB,132,text/html
https://www.nytimes.com/2018/07/09/books/review-terrible-country-keith-gessen.html,610 KB,137,text/html
https://www.nytimes.com/2017/02/02/business/energy-environment/senate-coal-regulations.html,449 KB,130,text/html
https://www.nytimes.com/2018/07/03/books/review-poisoned-city-anna-clark-what-eyes-dont-see-mona-hanna-attisha-flint-water-crisis.html,711 KB,132,text/html
https://www.nytimes.com/2018/09/28/us/politics/christine-blasey-ford-testimony-testifying-while-female.html,639 KB,135,text/html
https://www.nytimes.com/2018/09/25/nyregion/flash-flooding-nyc-new-jersey.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,539 KB,132,text/html
https://www.nytimes.com/2018/09/10/books/review-essential-essays-adrienne-rich.html,688 KB,138,text/html
https://www.nytimes.com/series/gender-letter,114 KB,129,text/html
https://www.nytimes.com/2018/09/05/books/review-fear-trump-in-white-house-bob-woodward.html,698 KB,134,text/html
https://www.nytimes.com/by/livia-albeck-ripka,113 KB,127,text/html
https://www.nytimes.com/2018/08/07/books/review-tangled-tree-david-quammen.html,721 KB,138,text/html
https://www.nytimes.com/2018/06/28/books/open-book-wigtown-bookstore.html,483 KB,125,text/html
https://www.nytimes.com/newsletters/signup/GN,87 KB,96,text/html
https://www.nytimes.com/2015/09/01/arts/music/kanye-west-president-2015-vma-speech.html,310 KB,112,text/html
https://www.nytimes.com/newsletters/louder,85 KB,96,text/html
https://www.nytimes.com/2017/08/06/us/politics/under-trump-coal-mining-gets-new-life-on-us-lands.html,1024 KB,173,text/html
https://www.nytimes.com/2018/09/25/well/live/shingles-vaccine-shortages-shingrix-glaxosmithkline.html,549 KB,121,text/html
https://www.nytimes.com/2018/08/06/books/review-claire-tomalin-life-of-my-own.html,610 KB,137,text/html
https://www.nytimes.com/2018/04/27/arts/music/kanye-west-trump-conservatives.html,729 KB,147,text/html
https://www.nytimes.com/2018/08/13/books/review-playing-changes-jazz-new-century-nate-chinen.html,721 KB,136,text/html
https://www.nytimes.com/2017/06/03/business/energy-environment/biggest-batteries.html,104 KB,118,text/html
https://www.nytimes.com/2018/07/30/books/review-carnival-of-losses-donald-hall.html,617 KB,139,text/html
https://www.nytimes.com/2016/11/21/arts/music/kanye-west-beyonce-donald-trump-speech.html,565 KB,127,text/html
https://www.nytimes.com/interactive/2018/02/22/climate/black-lung-resurgence.html,85 KB,37,text/html
https://www.nytimes.com/2018/06/25/books/review-cost-of-living-deborah-levy.html,622 KB,133,text/html
https://www.nytimes.com/section/well/live,135 KB,151,text/html
https://www.nytimes.com/2018/04/13/us/los-angeles-times-patrick-soon-shiong.html,612 KB,126,text/html
https://www.nytimes.com/2018/09/24/well/live/heart-disease-healthy-jane-brody-brother.html,786 KB,130,text/html
https://www.nytimes.com/2018/09/06/arts/design/fred-mcdarrah-photographs-village-voice.html,1024 KB,133,text/html
https://www.nytimes.com/2017/12/04/us/trump-bears-ears.html,757 KB,131,text/html
https://www.nytimes.com/2018/06/25/arts/music/kanye-west-ye-interview.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,955 KB,155,text/html
https://www.nytimes.com/2017/08/03/climate/epa-reverses-course-on-ozone-rule.html,861 KB,134,text/html
https://www.nytimes.com/2016/09/22/us/why-first-aid-is-often-lacking-in-the-moments-after-a-police-shooting.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,488 KB,129,text/html
https://www.nytimes.com/2017/07/29/business/energy-environment/vermont-green-mountain-power-grid.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,856 KB,129,text/html
https://www.nytimes.com/2017/10/03/us/vegas-shooting-scene-medical.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,515 KB,127,text/html
https://www.nytimes.com/column/pet-city,276 KB,111,text/html
https://www.nytimes.com/2016/12/13/us/politics/kanye-trump-tower-visit.html,1024 KB,135,text/html
https://www.nytimes.com/by/nadja-popovich,114 KB,126,text/html
https://www.nytimes.com/2017/10/03/us/vegas-shooting-scene-medical.html,515 KB,126,text/html
https://www.nytimes.com/2017/03/13/business/energy-environment/brooklyn-solar-grid-energy-trading.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,1024 KB,126,text/html
https://www.nytimes.com/column/ny-today-daily-briefings,107 KB,124,text/html
https://www.nytimes.com/2017/06/22/science/yellowstone-grizzly-bear-endangered-species-list.html,832 KB,132,text/html
https://www.nytimes.com/2017/05/23/world/africa/chinese-merchants-thrive-in-senegal-where-people-needed-stuff.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,627 KB,132,text/html
https://www.nytimes.com/2018/09/25/well/fish-oil-heart-attack-stroke-triglycerides-omega-3s.html,550 KB,121,text/html
https://www.nytimes.com/watching/titles/the-marvelous-mrs-maisel,87 KB,38,text/html
https://www.nytimes.com/2017/06/01/climate/trump-paris-climate-agreement.html,1024 KB,138,text/html
https://www.nytimes.com/2018/05/01/arts/music/kanye-west-charlamagne-interview-tmz.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,825 KB,138,text/html
https://www.nytimes.com/watching/titles/barry,73 KB,23,text/html
https://www.nytimes.com/2018/09/26/world/africa/south-sudan-civil-war-deaths.html,732 KB,135,text/html
https://www.nytimes.com/2018/09/20/well/live/raising-awareness-of-brca-mutations.html,755 KB,133,text/html
https://www.nytimes.com/watching/titles/godless,75 KB,24,text/html
https://www.nytimes.com/2018/04/27/arts/music/kanye-west-trump-conservatives.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,727 KB,148,text/html
https://www.nytimes.com/2018/09/19/us/california-today-browns-miriam-pawel.html,795 KB,146,text/html
https://www.nytimes.com/by/kendra-pierre-louis,114 KB,127,text/html
https://www.nytimes.com/2017/10/29/world/africa/mali-elephants-gourma.html,617 KB,131,text/html
https://www.nytimes.com/watching/titles/the-assassination-of-gianni-versace,87 KB,39,text/html
https://www.nytimes.com/2018/08/07/us/california-fires-mendocino.html,617 KB,130,text/html
https://www.nytimes.com/2018/06/03/arts/music/kanye-west-ye-review.html,615 KB,143,text/html
https://www.nytimes.com/2018/10/01/world/africa/melania-trump-africa-trip.html,632 KB,134,text/html
https://www.nytimes.com/2017/10/06/climate/trump-administration-environmental-regulations.html,769 KB,139,text/html
https://www.nytimes.com/watching/titles/wild-wild-country,75 KB,24,text/html
https://www.nytimes.com/2018/05/23/world/africa/senegal-erosion-fisherman.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,968 KB,143,text/html
https://www.nytimes.com/2018/08/07/us/usc-president-cl-max-nikias-wanda-austin.html,491 KB,127,text/html
https://www.nytimes.com/2018/09/30/arts/television/snl-matt-damon-brett-kavanaugh-kanye-west-rant.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,715 KB,143,text/html
https://www.nytimes.com/2018/06/12/science/baobabs-climate-change-drought.html,700 KB,125,text/html
https://www.nytimes.com/2018/09/17/arts/television/emmy-awards-live-updates.html?action=click&module=Intentional&pgtype=Article,1024 KB,58,text/html
https://www.nytimes.com/2018/07/05/climate/wheeler-epa-pruitt.html,898 KB,138,text/html
https://www.nytimes.com/2018/09/28/world/africa/botswana-elephants-poaching.html,619 KB,139,text/html
https://www.nytimes.com/2018/05/02/us/las-vegas-shooting-police-video.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,619 KB,121,text/html
https://www.nytimes.com/2018/07/24/us/california-today-missing-migrants-mexican-border.html,746 KB,139,text/html
https://www.nytimes.com/2018/02/15/us/politics/epa-pollution-loophole-glider-trucks.html,838 KB,161,text/html
https://www.nytimes.com/2017/06/09/us/politics/settlements-sessions-attorney-general.html,955 KB,134,text/html
https://www.nytimes.com/2018/07/23/us/yosemite-fire.html,534 KB,125,text/html
https://www.nytimes.com/2015/02/21/us/duke-energy-is-charged-in-huge-coal-ash-leak.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,425 KB,111,text/html
https://www.nytimes.com/watching/recommendations/watching-tv-black-mirror,87 KB,36,text/html
https://www.nytimes.com/2018/08/07/us/california-today-san-diego-ocean-water-temperature.html,767 KB,143,text/html
https://www.nytimes.com/2018/03/10/business/offshore-drilling-trump-administration.html,853 KB,190,text/html
https://www.nytimes.com/watching/recommendations/rupauls-drag-race,87 KB,35,text/html
https://www.nytimes.com/video/us/100000005794914/las-vegas-gunman-planned-massacre.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,1024 KB,82,text/html
https://www.nytimes.com/2018/09/21/climate/florences-floodwaters-breach-defenses-at-power-plant-prompting-shutdown.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,1018 KB,129,text/html
https://www.nytimes.com/2018/09/17/arts/television/2018-emmy-awards-winners-list.html?action=click&module=Intentional&pgtype=Article,946 KB,151,text/html
https://www.nytimes.com/2018/07/05/climate/scott-pruitt-epa-trump.html,1024 KB,161,text/html
https://www.nytimes.com/watching/recommendations/watching-tv-the-Americans,90 KB,38,text/html
https://www.nytimes.com/2018/09/24/us/glacier-david-marchant-sexual-harassment.html,586 KB,126,text/html
https://www.nytimes.com/by/christopher-mele,113 KB,127,text/html
https://www.nytimes.com/2018/06/08/books/review/john-connolly-woman-in-the-woods.html,809 KB,149,text/html
https://www.nytimes.com/watching/titles/seven-seconds,75 KB,23,text/html
https://www.nytimes.com/by/richard-a-oppel-jr,115 KB,125,text/html
https://www.nytimes.com/2018/07/25/us/yosemite-national-park-fire.html,564 KB,126,text/html
https://www.nytimes.com/2014/12/20/us/epa-issues-new-rules-on-disposal-of-coal-ash.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,320 KB,116,text/html
https://www.nytimes.com/2018/05/25/books/review/michael-koryta-how-it-happened.html,791 KB,140,text/html
https://www.nytimes.com/2018/05/04/books/review/twisted-prey-john-sandford.html,798 KB,141,text/html
https://www.nytimes.com/watching/recommendations/the-crown,87 KB,38,text/html
https://www.nytimes.com/2017/04/15/climate/tennessee-coal-ash-disposal-lawsuits.html?module=inline,729 KB,133,text/html
https://www.nytimes.com/2013/03/04/world/asia/notorious-figure-in-animal-smuggling-beyond-reach-in-laos.html,98 KB,110,text/html
https://www.nytimes.com/2018/08/10/us/california-today-how-the-oscars-sent-the-wrong-message-again.html,777 KB,147,text/html
https://www.nytimes.com/watching/recommendations/watching-tv-game-of-thrones,90 KB,38,text/html
https://www.nytimes.com/2018/09/16/us/hurricane-florence-path.html?module=inline,691 KB,130,text/html
https://www.nytimes.com/2013/11/23/science/experts-say-poaching-could-soon-lead-to-a-decline-in-the-rhino-population.html,81 KB,101,text/html
https://www.nytimes.com/2018/08/03/books/review/measure-of-darkness-jonathan-jesse-kellerman.html,795 KB,141,text/html
https://www.nytimes.com/2017/04/15/climate/tennessee-coal-ash-disposal-lawsuits.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,729 KB,133,text/html
https://www.nytimes.com/2018/07/20/us/california-today-uc-merced-latinos.html,799 KB,150,text/html
https://www.nytimes.com/watching/recommendations/watching-tv-rick-and-morty,83 KB,31,text/html
https://www.nytimes.com/2009/06/14/books/chapter-short-history-of-women.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,83 KB,95,text/html
https://www.nytimes.com/2018/07/20/books/review/ace-atkins-sinners.html,776 KB,133,text/html
https://www.nytimes.com/2018/09/26/nyregion/yale-touted-kavanaugh-now-comes-a-moment-of-reckoning.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,677 KB,142,text/html
https://www.nytimes.com/2018/06/22/books/review/james-mclaughlin-bearskin.html,816 KB,151,text/html
https://www.nytimes.com/2003/04/27/arts/art-architecture-helen-frankenthaler-back-to-the-future.html,77 KB,96,text/html
https://www.nytimes.com/watching/recommendations/westworld,84 KB,33,text/html
https://www.nytimes.com/2018/09/16/books/review-transcription-kate-atkinson.html,603 KB,138,text/html
https://www.nytimes.com/2011/09/25/books/review/love-and-capital-by-mary-gabriel-book-review.html,86 KB,99,text/html
https://www.nytimes.com/2018/08/17/books/review/where-the-crawdads-sing-delia-owens.html,803 KB,140,text/html
https://www.nytimes.com/2018/09/24/business/brett-kavanaugh-yearbook-renate.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,679 KB,132,text/html
https://www.nytimes.com/2018/09/26/world/middleeast/trump-israel-palestinians.html?action=click&module=Top%20Stories&pgtype=Homepage,759 KB,130,text/html
https://www.nytimes.com/by/coral-davenport,116 KB,126,text/html
https://www.nytimes.com/by/emily-baumgaertner,113 KB,126,text/html
https://www.nytimes.com/2018/08/01/us/california-today-usc-nikias.html,802 KB,151,text/html
https://www.nytimes.com/2018/09/26/world/asia/trump-china-election.html?action=click&module=Intentional&pgtype=Article,726 KB,130,text/html
https://www.nytimes.com/2018/09/04/us/dorothys-ruby-slippers-stolen.html,477 KB,124,text/html
https://www.nytimes.com/2018/09/28/world/middleeast/gaza-palestinians-border.html,601 KB,129,text/html
https://www.nytimes.com/2018/06/09/climate/trump-administration-science.html,898 KB,140,text/html
https://www.nytimes.com/2018/09/28/world/middleeast/un-yemen-war-saudi.html,616 KB,126,text/html
https://www.nytimes.com/2018/08/30/us/devos-college-sexual-assault.html,554 KB,127,text/html
https://www.nytimes.com/2018/09/25/world/trump-nations-laughter.html,599 KB,123,text/html
https://www.nytimes.com/video/world/100000006128421/trump-china-midterms.html?action=click&contentCollection=world&module=lede&region=caption&pgtype=article,394 KB,86,text/html
https://www.nytimes.com/2018/09/27/us/politics/kavanaugh-hearings-dr-ford.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,1024 KB,137,text/html
https://www.nytimes.com/2018/09/07/us/harley-rouda-congress-republican.html,526 KB,130,text/html
https://www.nytimes.com/2018/09/28/world/middleeast/iraq-iran-consulate-basra-closed.html,891 KB,140,text/html
https://www.nytimes.com/2017/10/31/climate/pruitt-epa-science-advisory-boards.html,841 KB,130,text/html
https://www.nytimes.com/2018/07/19/us/university-california-merced-latino-students.html,658 KB,142,text/html
https://www.nytimes.com/2018/09/17/us/politics/trump-refugees-historic-cuts.html,657 KB,134,text/html
https://www.nytimes.com/2018/09/24/opinion/editorials/immigrants-welfare-benefits-trump-administration.html?action=click&module=RelatedLinks&pgtype=Article,508 KB,133,text/html
https://www.nytimes.com/2018/09/22/opinion/sunday/immigration-children-detention.html?rref=collection%2Ftimestopic%2FImmigration%20Detention&action=click&contentCollection=timestopics&region=stream&module=stream_unit&version=latest&contentPlacement=1&pgtype=collection,548 KB,135,text/html
https://www.nytimes.com/2017/09/05/books/review/deborah-campbell-a-disappearance-in-damascus.html,491 KB,124,text/html
https://www.nytimes.com/2018/09/26/business/energy-environment/zinc-battery-solar-power.html?action=click&module=RelatedLinks&pgtype=Article,842 KB,135,text/html
https://www.nytimes.com/2018/08/31/world/middleeast/hacking-united-arab-emirates-nso-group.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,639 KB,141,text/html
https://www.nytimes.com/interactive/2018/smarter-living/yolb-strength-guide.html,36 KB,26,text/html
https://www.nytimes.com/video/us/100000006112112/florence-wilmington-damage.html?playlistId=100000006103882,375 KB,75,text/html
https://www.nytimes.com/2018/09/25/opinion/trumps-next-target-legal-immigrants.html,464 KB,127,text/html
https://www.nytimes.com/video/us/100000006101534/hurricane-florence-preparation.html?playlistId=100000006103882,370 KB,75,text/html
https://www.nytimes.com/2018/09/05/technology/personaltech/staying-plugged-in-campaign-trail.html,992 KB,142,text/html
https://www.nytimes.com/2018/03/19/books/review/caitlin-macy-mrs.html?module=inline,734 KB,141,text/html
https://www.nytimes.com/interactive/2018/02/06/climate/flood-toxic-chemicals.html,148 KB,44,text/html
https://www.nytimes.com/video/climate/100000006120061/north-carolina-flood-dam-coal-ash.html?playlistId=100000006103882,369 KB,75,text/html
https://www.nytimes.com/column/tech-we-are-using,425 KB,111,text/html
https://www.nytimes.com/aponline/2018/09/25/world/europe/ap-eu-germany-kuwait-israel.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,266 KB,108,text/html
https://www.nytimes.com/video/us/100000006102999/well-stay-the-residents-bracing-for-hurricane-florence.html?playlistId=100000006103882,371 KB,75,text/html
https://www.nytimes.com/2017/10/12/books/review/ron-chernow-ulysses-s-grant-biography-bill-clinton.html,549 KB,133,text/html
https://www.nytimes.com/2018/08/30/books/review/refugee-children-picture-day-war-came-nicola-davies.html,823 KB,136,text/html
https://www.nytimes.com/interactive/2018/07/24/business/energy-environment/hoover-dam-renewable-energy.html,96 KB,35,text/html
https://www.nytimes.com/2017/12/07/books/critics-favorite-books-2017.html,792 KB,189,text/html
https://www.nytimes.com/video/us/100000006104022/hurricane-florence-update.html?playlistId=100000006103882,370 KB,75,text/html
https://www.nytimes.com/2018/09/29/world/middleeast/tara-fares-iraq-model-death.html,607 KB,131,text/html
https://www.nytimes.com/2016/12/21/books/review/whats-the-best-book-new-or-old-you-read-this-year.html,681 KB,127,text/html
https://www.nytimes.com/video/hurricane-florence,369 KB,74,text/html
https://www.nytimes.com/2018/09/19/technology/personaltech/apple-watch-series-4-review-health.html,1024 KB,137,text/html
https://www.nytimes.com/2018/07/20/books/review/kate-alice-marshall-i-am-still-alive.html,808 KB,134,text/html
https://www.nytimes.com/2018/09/07/books/review/poor-little-rabbit-jorg-muhle.html,823 KB,135,text/html
https://www.nytimes.com/2017/08/24/books/review/free-speech-hate-charlottesville.html,647 KB,127,text/html
https://www.nytimes.com/2018/09/05/books/childrens-books-authors-activists-politics.html,710 KB,137,text/html
https://www.nytimes.com/2018/09/21/books/review/kate-dicamillo-meg-medina-jacqueline-woodson.html,817 KB,136,text/html
https://www.nytimes.com/2018/04/20/technology/electric-scooters-are-causing-havoc-this-man-is-shrugging-it-off.html,863 KB,129,text/html
https://www.nytimes.com/2018/02/16/books/review/dory-fantasmagorey-abby-nolan.html,769 KB,131,text/html
https://www.nytimes.com/2018/09/21/books/review/kate-dicamillo-meg-medina-jacqueline-woodson.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,807 KB,136,text/html
https://www.nytimes.com/2017/11/11/world/middleeast/dubai-crimes-united-arab-emirates-jail.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,668 KB,147,text/html
https://www.nytimes.com/2017/01/03/books/review/is-it-possible-for-a-writer-to-be-objective.html,652 KB,127,text/html
https://www.nytimes.com/2018/07/09/science/orcas-whales-endangered.html,512 KB,131,text/html
https://www.nytimes.com/2018/09/14/books/review/il-sung-na-dreamer-morales-raul-colon-imagine-herrera-castillo.html,803 KB,133,text/html
https://www.nytimes.com/2018/02/16/books/review/early-readers-brian-selznick-bryan-collier-sara-varon.html,770 KB,132,text/html
https://www.nytimes.com/2018/04/26/world/asia/korea-kim-moon-summit.html,794 KB,145,text/html
https://www.nytimes.com/2018/09/10/business/media/leslie-moonves-cbs-harassment-allegations.html,846 KB,128,text/html
https://www.nytimes.com/2018/07/09/science/orcas-whales-endangered.html?action=click&module=RelatedLinks&pgtype=Article,511 KB,132,text/html
https://www.nytimes.com/2017/02/17/books/review/which-canonical-work-is-frequently-and-frustratingly-misread.html,777 KB,130,text/html
https://www.nytimes.com/2018/01/31/science/killer-whale-hello-mimicry.html,623 KB,145,text/html
https://www.nytimes.com/2018/05/02/arts/television/vida-flips-the-script-on-gentrification.html,669 KB,138,text/html
https://www.nytimes.com/2018/09/28/world/europe/netherlands-terrorist-attack-arrests.html,626 KB,132,text/html
https://www.nytimes.com/2018/08/10/books/review/elizabeth-partridge-boots-on-the-ground.html,790 KB,133,text/html
https://www.nytimes.com/2018/09/26/arts/television/murphy-brown-reboot-review.html,672 KB,132,text/html
https://www.nytimes.com/2018/07/27/science/grieving-orca-dead-calf.html?action=click&module=RelatedLinks&pgtype=Article,486 KB,128,text/html
https://www.nytimes.com/2017/07/07/books/review/do-grants-professorships-and-other-forms-of-institutional-support-help-writers-but-hurt-writing.html,662 KB,129,text/html
https://www.nytimes.com/2018/08/04/opinion/sunday/the-orca-her-dead-calf-and-us.html?action=click&module=RelatedLinks&pgtype=Article,530 KB,128,text/html
https://www.nytimes.com/2018/01/04/arts/television/review-in-the-chi-a-young-man-dies-and-the-ripples-spread.html,554 KB,128,text/html
https://www.nytimes.com/2018/03/19/books/review/womens-history-achievements-childrens.html,925 KB,137,text/html
https://www.nytimes.com/2018/07/26/world/asia/us-korea-war-remains.html,690 KB,140,text/html
https://www.nytimes.com/spotlight/pop-culture,619 KB,145,text/html
https://www.nytimes.com/2018/09/25/books/review/daniel-mason-winter-soldier.html,815 KB,127,text/html
https://www.nytimes.com/2017/04/13/books/review/which-force-is-more-harmful-to-the-arts-elitism-or-populism.html,663 KB,129,text/html
https://www.nytimes.com/2018/09/28/arts/robyn-bradley-cooper-pop-culture-news.html,645 KB,143,text/html
https://www.nytimes.com/2018/09/14/books/review/jill-lepore-these-truths.html,635 KB,130,text/html
https://www.nytimes.com/2018/08/03/books/review/k-sello-duiker-hidden-star-jaleigh-johnson.html,797 KB,134,text/html
https://www.nytimes.com/column/bryce-covert,380 KB,113,text/html
https://www.nytimes.com/2017/05/11/books/review/what-book-would-you-recommend-for-americas-current-political-moment.html,664 KB,128,text/html
https://www.nytimes.com/2018/09/26/books/review/irad-kimhi-thinking-and-being.html,801 KB,138,text/html
https://www.nytimes.com/2017/08/29/books/review/criticism-objectivity-judgement.html,657 KB,129,text/html
https://www.nytimes.com/2018/08/03/opinion/les-moonves-cbs-sexual-harassment.html,860 KB,144,text/html
https://www.nytimes.com/2018/06/15/books/review/carl-zimmer-she-has-her-mothers-laugh-interview.html?action=click&module=audio-series-bar&region=header&pgtype=Article,684 KB,133,text/html
https://www.nytimes.com/2018/05/23/opinion/trump-welfare-reform-racism.html,812 KB,142,text/html
https://www.nytimes.com/2017/02/13/books/review/which-dystopian-novel-got-it-right-orwells-1984-or-huxleys-brave-new-world.html,634 KB,126,text/html
https://www.nytimes.com/2018/09/25/books/review/new-noteworthy-joe-coscarelli.html,457 KB,125,text/html
https://www.nytimes.com/2018/07/02/books/review/bob-dylan-will-smith-childrens-authors.html,789 KB,134,text/html
https://www.nytimes.com/2017/06/08/books/review/bookends-cultural-appropriation.html,665 KB,129,text/html
https://www.nytimes.com/2018/06/27/opinion/janus-supreme-court-worker-militant-action-unions.html,795 KB,130,text/html
https://www.nytimes.com/2018/06/01/books/review/rise-fall-of-dinosaurs-steve-brusatte-stephen-king-philip-roth.html?action=click&module=audio-series-bar&region=header&pgtype=Article,682 KB,132,text/html
https://www.nytimes.com/by/mike-ives,108 KB,124,text/html
https://www.nytimes.com/2018/02/23/books/review/middle-grade-realism-curtis-kadohata-hiranandani-stevens.html,827 KB,136,text/html
https://www.nytimes.com/2016/08/19/world/asia/vietnam-yen-bai-officials-shot-dead.html,503 KB,125,text/html
https://www.nytimes.com/interactive/2018/podcasts/caliphate-isis-rukmini-callimachi.html,66 KB,52,text/html
https://www.nytimes.com/2018/05/08/opinion/michigan-medicaid-work-requirement.html,509 KB,120,text/html
https://www.nytimes.com/2018/07/20/books/review/conan-doyle-for-defense-margalit-fox-interview.html?action=click&module=audio-series-bar&region=header&pgtype=Article,682 KB,133,text/html
https://www.nytimes.com/2018/09/21/books/review/still-life-with-monkey-katharine-weber.html,585 KB,127,text/html
https://www.nytimes.com/2016/01/28/world/asia/vietnam-communist-party-nguyen-phu-trong.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,667 KB,129,text/html
https://www.nytimes.com/2018/03/02/books/review/ya-women-of-color-clayton-adeyemi.html,923 KB,139,text/html
https://www.nytimes.com/2018/08/03/books/review/beth-macy-talks-about-dopesick.html?action=click&module=audio-series-bar&region=header&pgtype=Article,697 KB,170,text/html
https://www.nytimes.com/2018/08/12/opinion/paid-family-leave-marco-rubio.html,910 KB,150,text/html
https://www.nytimes.com/2018/06/22/books/review/atticus-finch-joseph-crespino-interview.html?action=click&module=audio-series-bar&region=header&pgtype=Article,691 KB,136,text/html
https://www.nytimes.com/2018/08/24/books/review/allison-varnes-property-of-the-rebel-librarian.html,812 KB,136,text/html
https://www.nytimes.com/2016/03/22/world/asia/vietnam-election-mai-khoi.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,548 KB,130,text/html
https://www.nytimes.com/2018/09/21/books/review/ursula-nordstrom-letters.html,456 KB,123,text/html
https://www.nytimes.com/2018/07/23/books/review/honeybee-kirsten-hall-isabelle-arsenault.html,926 KB,135,text/html
https://www.nytimes.com/2018/09/21/books/review/podcast-washington-black-esi-edugyan.html?action=click&module=audio-series-bar&region=header&pgtype=Article,794 KB,174,text/html
https://www.nytimes.com/2018/05/09/business/energy-environment/california-solar-power.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,910 KB,125,text/html
https://www.nytimes.com/interactive/2018/06/08/podcasts/charm-city-baltimore-shooting.html,76 KB,36,text/html
https://www.nytimes.com/2018/08/17/books/review/maes-first-day-of-school-kate-berube.html,838 KB,133,text/html
https://www.nytimes.com/2018/09/25/books/review/kate-atkinson-transcription.html,612 KB,130,text/html
https://www.nytimes.com/2016/10/12/world/asia/vietnam-arrest-blogger-mother-mushroom.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,518 KB,130,text/html
https://www.nytimes.com/2018/09/21/books/review/brother-david-chariandy-empire-of-light-michael-bible-diet-of-worms-erik-rasmussen.html,608 KB,128,text/html
https://www.nytimes.com/2018/09/25/books/review/maurice-sendak-arthur-yorinks-presto-and-zesto.html,785 KB,131,text/html
https://www.nytimes.com/2018/07/13/books/review/from-corner-of-oval-beck-dorey-stein-obama-stenographer-interview.html?action=click&module=audio-series-bar&region=header&pgtype=Article,684 KB,135,text/html
https://www.nytimes.com/2017/01/14/business/energy-environment/california-big-batteries-as-power-plants.html?action=click&module=RelatedCoverage&pgtype=Article&region=Footer,837 KB,131,text/html
